amount,merchant_risk,location_change,multiple_transactions,behavior_score,device_change,ip_change,duplicate_transaction,night_transaction,fraud
38247.76,0,0,0,5,0,0,0,0,0
17519.37,20,0,1,12,0,0,0,0,0
75221.59,20,0,0,32,0,0,0,0,1
83582.59,0,0,0,33,1,1,0,0,1
97233.51,20,0,1,35,0,1,0,0,1
51233.43,0,0,0,15,0,0,0,0,0
3102.32,0,0,0,32,0,1,0,0,0
49113.29,0,0,1,25,0,0,0,0,0
63036.14,0,1,0,6,1,1,0,1,1
49204.26,0,0,0,12,0,0,0,1,0
99122.94,0,0,0,32,0,0,0,0,0
14974.04,20,0,0,13,0,0,0,0,0
75136.58,0,0,0,38,0,0,0,0,0
54029.39,0,0,1,33,1,0,0,0,1
14642.26,40,0,0,37,0,0,0,0,1
39172.49,0,0,0,18,1,0,0,0,0
74512.54,40,0,0,17,0,0,0,1,1
94772.2,0,0,0,33,0,0,0,0,0
60414.15,40,0,0,10,0,0,0,0,1
98937.48,0,1,0,15,0,0,0,0,1
56436.81,0,0,0,23,1,0,0,1,1
96787.75,20,0,0,30,1,0,0,0,1
78469.54,40,0,0,36,1,0,0,0,1
21800.91,20,0,1,29,0,0,0,0,1
93442.17,0,1,0,39,1,0,0,0,1
61981.95,0,0,0,35,0,0,0,0,0
21876.9,20,0,0,5,0,0,0,1,0
75960.86,20,0,0,29,0,0,0,0,1
89377.98,0,0,0,31,0,0,0,0,0
31589.17,0,0,0,4,0,1,0,0,0
45033.3,0,0,0,3,0,0,0,0,0
39086.21,0,0,0,2,0,1,0,0,0
23115.35,0,0,0,27,0,0,1,0,0
57048.39,0,0,0,27,0,1,0,0,1
22074.95,20,0,0,35,0,0,0,0,1
77885.76,0,0,0,3,0,0,0,0,0
75033.63,0,0,0,38,0,0,0,0,0
10344.5,0,0,0,1,0,0,0,1,0
92902.96,20,0,0,15,0,0,1,0,1
22855.4,40,0,1,28,1,0,0,0,1
93379.19,0,1,0,9,0,0,0,0,1
37867.82,0,0,0,32,0,0,1,0,0
70339.73,20,1,0,18,0,0,0,0,1
11852.6,0,0,0,15,0,0,0,0,0
18012.14,40,0,0,14,0,0,0,0,0
21807.08,20,0,0,37,0,0,0,0,0
12418.03,0,0,0,34,0,0,0,0,0
40069.36,0,1,0,37,1,0,0,0,1
26957.93,0,0,0,9,0,0,0,0,0
64323.27,20,0,0,34,0,0,0,0,1
8848.24,0,0,0,27,0,0,0,1,0
1751.68,0,0,0,36,0,1,1,0,1
85105.5,0,0,1,29,0,0,0,0,1
71361.67,0,0,1,29,0,0,0,0,1
58810.01,0,0,0,38,0,0,1,0,1
51413.26,20,0,0,16,1,0,0,0,1
8353.42,0,0,0,0,0,1,0,0,0
80738.89,0,0,0,38,0,1,0,0,1
60497.86,0,0,0,29,0,0,0,0,1
85984.93,0,0,0,19,0,0,0,0,0
93662.46,0,0,0,36,0,0,0,0,1
12441.79,40,0,0,8,0,0,0,1,0
64082.37,0,0,1,29,0,0,0,0,1
63417.3,20,0,0,38,1,0,0,0,1
98128.86,20,0,0,31,0,0,0,1,1
36805.59,0,0,0,2,0,0,0,0,0
83188.09,0,0,0,22,0,1,0,0,0
11337.96,0,0,0,25,0,0,0,0,0
51378.46,0,0,0,39,1,0,0,0,1
62021.17,0,0,0,35,1,0,1,1,1
16473.94,0,0,0,14,1,1,0,0,0
28090.26,0,0,1,17,0,1,1,0,1
28168.46,0,0,1,18,0,0,0,0,1
29251.37,0,0,0,39,0,0,0,0,0
68435.87,0,1,0,40,0,0,0,0,1
11548.84,0,0,1,30,0,0,0,0,1
4349.19,0,0,0,5,0,0,0,0,0
84290.09,0,1,0,30,0,0,0,0,1
72251.22,0,0,0,15,0,1,0,0,0
39907.97,0,0,0,28,0,0,0,1,1
30666.1,0,0,0,9,0,0,0,1,0
76236.23,0,0,0,19,0,0,1,0,1
31581.1,20,0,0,26,0,1,0,1,0
40866.91,0,0,1,23,0,1,0,1,1
67642.54,0,0,0,3,0,0,0,0,0
91322.15,0,0,0,10,1,0,0,0,1
11418.86,20,0,0,7,0,0,0,1,0
62226.02,0,0,0,10,0,1,0,0,0
69181.52,0,0,0,8,0,0,0,0,0
34940.04,20,0,0,39,0,0,0,0,1
97490.95,20,0,0,26,0,0,0,0,1
8704.4,40,1,0,37,0,0,0,0,1
10367.45,0,0,0,6,1,1,0,0,0
81272.5,0,0,1,24,0,0,0,0,1
84048.79,0,0,0,19,0,0,0,0,0
66183.9,0,0,1,40,0,0,0,0,1
58337.62,0,0,0,17,0,1,0,0,1
88440.77,0,0,0,40,0,0,0,0,0
73106.09,0,0,0,31,1,0,0,1,1
91407.23,20,1,0,16,0,0,0,0,1
55692.66,0,0,0,14,0,0,0,1,0
59442.67,0,0,0,25,0,0,0,0,0
27794.55,40,1,0,39,0,0,0,0,1
15802.28,0,0,0,27,0,0,0,0,0
92498.07,0,0,0,17,0,1,0,0,0
3359.94,20,0,0,21,0,0,0,0,0
20938.62,0,0,0,24,0,0,0,0,0
68050.93,0,0,0,18,0,0,0,0,0
22009.72,0,0,0,9,0,0,0,1,0
57219.61,20,0,1,23,0,0,0,0,1
57105.75,20,0,0,26,0,0,0,0,1
48286.7,20,0,0,3,1,0,0,0,0
41920.98,20,0,0,34,0,0,0,1,0
96871.96,0,1,0,40,0,0,0,0,1
31241.79,0,0,0,16,0,0,0,0,0
67890.49,0,0,0,15,0,0,0,1,1
25287.67,0,0,0,19,0,0,0,1,0
75839.08,20,0,0,37,0,0,0,0,1
85515.15,0,0,0,39,0,0,0,1,1
75281.54,0,0,0,24,0,0,0,0,1
1689.46,0,0,0,6,0,1,1,0,0
8816.57,0,0,0,34,1,0,0,0,0
68935.05,0,0,1,3,1,1,1,1,1
31533.81,0,0,0,21,0,0,1,0,1
68253.98,20,0,0,4,0,0,0,1,1
15535.4,0,0,1,3,1,0,0,0,0
99091.92,20,0,1,27,0,0,0,0,1
25509.21,20,1,0,36,0,0,0,0,0
8236.56,0,0,0,28,0,0,0,0,0
83301.76,0,0,1,13,0,0,0,0,0
24182.07,0,0,0,14,0,0,0,0,0
30335.02,20,1,1,40,1,0,0,0,1
92779.47,0,1,0,4,0,0,0,0,1
8682.57,0,0,0,38,0,0,0,1,1
59793.0,0,0,1,36,0,0,0,0,1
17510.17,0,0,0,29,1,0,0,0,0
25421.01,0,0,1,21,0,0,0,1,1
71662.56,20,1,0,3,0,1,0,0,1
53374.11,0,0,1,11,0,1,0,0,1
35317.35,0,0,0,8,0,1,0,0,0
51603.61,0,0,0,38,0,0,0,1,1
38817.65,0,0,0,30,1,0,0,0,1
51382.86,0,0,0,34,0,0,0,0,0
11483.28,0,0,0,9,0,0,0,1,0
13219.48,0,1,0,22,0,0,0,1,0
77355.18,40,0,0,0,0,0,0,1,1
12090.42,20,0,0,22,0,0,1,0,0
11117.96,0,1,0,38,0,1,0,0,0
73180.9,0,0,1,40,1,0,0,0,1
74025.67,0,0,0,20,0,0,0,0,1
42180.84,20,0,0,25,1,0,0,0,0
28362.77,0,0,0,5,0,0,0,0,0
64789.43,0,0,0,26,0,0,0,0,1
90952.74,0,0,0,34,0,0,0,0,0
29568.32,0,0,0,12,0,0,0,0,0
40033.09,0,0,1,20,0,0,0,0,0
40417.43,0,0,0,27,0,0,0,0,0
33459.24,20,0,0,39,0,0,0,0,0
64552.29,40,0,0,30,0,0,0,0,1
59138.89,20,0,0,39,0,0,0,0,1
31755.72,0,0,1,0,0,0,0,0,0
42068.84,0,0,0,38,0,0,1,0,1
87677.12,20,1,0,35,0,0,0,0,1
77125.0,0,0,1,3,0,0,0,0,0
64473.23,20,0,1,15,1,1,0,0,1
84335.79,0,0,1,5,0,0,0,0,0
26423.17,20,0,1,30,0,0,0,0,0
81064.46,20,0,0,38,0,0,0,0,1
18783.66,20,1,0,17,0,0,0,0,0
29299.63,20,0,0,19,0,0,0,0,0
44874.45,0,0,1,34,1,1,0,0,1
30412.73,0,0,0,0,0,0,0,0,0
71174.17,0,1,0,37,0,0,0,0,1
18968.13,0,0,1,36,1,0,0,0,1
75491.81,40,1,0,29,1,0,0,0,1
64625.23,0,0,0,30,0,0,1,0,1
60507.36,0,0,0,23,0,1,0,0,1
15762.99,0,0,1,1,0,0,0,0,0
75015.16,0,0,0,22,0,1,0,0,0
30979.81,20,0,0,39,0,0,1,0,1
90910.2,0,0,0,25,1,0,0,1,1
84683.44,20,1,0,28,0,0,0,0,1
59397.15,0,0,0,20,1,1,0,0,1
13636.9,0,0,0,3,0,0,0,0,0
81860.51,0,0,0,36,0,1,0,0,1
66171.78,0,0,1,16,0,1,0,0,1
92848.69,0,0,0,28,0,0,1,0,1
82445.78,0,0,1,10,0,0,0,1,1
90563.71,0,0,1,16,1,1,0,0,1
10579.4,0,1,0,35,0,0,0,1,0
81766.07,0,0,0,0,0,0,1,0,0
92026.93,0,0,0,32,0,0,0,0,0
21881.47,0,0,0,30,0,0,1,0,0
37143.06,0,1,0,19,0,1,0,0,1
13732.55,0,0,0,26,1,0,0,0,0
97197.6,0,0,0,24,1,0,1,0,1
42749.25,20,0,0,13,0,1,0,0,1
68857.4,20,0,0,3,0,0,0,1,1
83486.18,0,0,0,37,0,0,1,0,1
17488.57,0,0,0,38,0,0,0,1,0
70076.69,0,0,0,15,0,1,0,0,1
3420.7,0,0,0,26,0,1,0,0,0
59666.32,20,0,0,28,1,0,0,0,1
43788.83,0,0,0,30,0,0,1,0,0
98961.19,0,0,0,23,1,0,0,0,1
99344.33,0,0,0,33,0,0,0,0,0
36871.1,20,0,1,14,0,0,0,0,0
35711.62,0,1,0,27,0,0,1,0,1
145.71,0,1,0,9,0,0,1,0,1
84379.12,20,1,0,14,0,0,0,0,1
57027.09,0,0,0,23,0,0,0,0,1
37543.7,0,0,0,0,0,0,0,0,0
60540.09,20,0,0,36,0,1,0,0,1
73633.42,40,0,0,14,1,0,0,0,1
17205.29,0,0,0,37,1,0,0,0,0
64631.19,40,0,0,13,1,1,1,0,1
7874.84,0,0,0,38,0,0,0,0,0
4137.11,0,0,0,34,1,0,0,0,0
71765.11,0,0,0,33,0,0,0,1,1
56966.75,0,0,0,36,0,0,0,0,0
18818.67,0,0,0,38,0,0,0,0,0
18024.25,0,0,0,18,0,0,0,0,0
61690.0,40,0,0,35,0,0,0,0,1
82447.78,0,0,0,10,0,0,0,0,0
60261.23,20,1,0,29,0,0,0,0,1
27353.13,0,1,0,16,0,0,0,0,0
46120.37,0,0,1,34,0,0,0,0,0
38949.62,40,0,0,5,0,0,0,0,1
17117.32,0,0,1,35,0,0,0,0,0
37374.87,0,0,0,12,1,0,0,0,0
3680.78,20,0,0,21,0,0,0,0,1
25358.77,0,0,0,35,0,0,0,0,0
98540.47,0,0,1,19,0,0,0,0,1
62671.35,20,1,1,22,0,1,0,0,1
78976.84,0,0,0,16,0,0,0,0,0
47538.05,20,0,0,21,0,0,0,0,1
48203.7,20,0,1,15,1,0,0,0,0
93475.76,0,0,0,4,0,0,0,0,0
26922.26,0,0,0,24,0,1,0,0,0
23067.83,0,0,1,18,0,0,0,0,1
97627.84,20,0,0,3,0,0,0,0,0
36372.62,20,0,1,17,1,0,0,0,1
8171.6,0,0,0,19,0,0,0,0,0
55481.32,40,0,0,27,0,0,0,1,1
17674.73,0,1,0,15,0,0,0,0,0
51504.28,0,0,0,5,1,0,0,0,0
27970.67,0,0,0,31,0,0,0,0,0
33200.28,0,1,0,24,0,0,0,0,0
29721.07,0,0,0,39,0,0,0,1,0
9661.33,40,1,0,21,0,0,0,0,1
71563.53,0,0,1,31,1,0,0,0,1
9532.46,0,0,0,19,0,0,0,0,0
45263.96,40,0,1,35,0,0,0,1,1
71414.7,0,1,0,37,0,0,0,0,1
5194.11,0,0,1,11,0,0,0,0,0
4437.16,0,0,0,39,0,0,0,0,1
22271.74,40,0,0,25,0,0,0,0,0
62792.94,0,0,0,12,1,1,0,0,1
60754.87,0,0,0,18,0,0,0,1,1
7575.04,0,1,1,25,0,0,0,0,0
76994.74,20,0,0,22,0,0,0,1,1
1454.96,40,0,0,40,1,0,0,1,1
80014.51,40,0,0,10,0,0,0,1,1
40718.99,0,0,0,27,0,0,1,0,1
88364.06,0,0,1,6,0,0,0,0,0
17274.73,0,0,0,17,0,0,0,1,0
29919.69,0,1,0,0,0,0,0,0,0
66855.73,0,0,0,12,0,0,0,0,0
55125.9,40,0,0,34,0,0,0,0,1
18127.44,20,0,0,4,0,0,0,0,0
74652.77,0,0,1,31,0,0,0,0,1
4931.6,0,0,0,5,0,0,0,0,0
66294.54,0,1,0,40,0,0,0,1,1
95682.45,0,0,0,5,0,0,1,1,1
31911.23,0,1,0,3,0,0,0,1,0
60917.45,20,0,0,35,0,0,0,0,1
24965.51,0,1,0,0,0,1,0,0,0
73035.12,0,0,0,18,0,0,0,0,1
48450.82,0,1,0,11,0,0,0,0,0
97403.98,20,0,0,17,0,0,0,0,0
67968.11,0,0,0,23,0,0,0,0,0
71902.65,0,0,0,2,0,0,0,0,0
43946.16,0,0,0,15,0,0,0,0,0
96653.27,0,0,1,5,0,0,1,0,1
9259.59,0,1,0,28,1,1,0,0,0
82704.27,0,0,0,1,0,0,0,0,0
55825.08,0,0,1,38,0,0,0,1,1
31789.51,0,0,0,3,0,0,0,1,0
9811.94,0,0,1,9,0,0,0,1,0
5425.0,0,0,0,13,0,0,0,0,0
38265.51,20,0,0,8,0,0,0,0,0
34908.01,0,0,0,25,0,1,0,0,0
88288.81,20,0,0,23,0,0,0,0,1
34582.62,0,0,1,20,1,0,0,0,1
45610.74,40,0,1,14,1,1,0,0,1
78853.86,0,0,0,34,0,0,0,1,0
24497.4,20,0,0,24,1,1,0,0,0
96825.16,0,0,0,9,1,0,0,0,0
42747.47,40,0,1,12,0,1,0,1,1
46546.07,40,0,0,9,0,1,0,0,1
65756.9,0,0,0,13,1,0,0,0,0
43857.88,20,0,1,16,0,0,1,1,1
51307.89,20,0,0,37,1,0,0,0,1
32850.72,0,0,0,32,0,0,0,1,1
15099.4,0,0,0,21,0,0,0,1,0
91045.77,40,0,0,12,0,0,1,0,1
28033.97,20,0,0,30,0,1,0,0,1
39145.82,20,0,0,35,0,0,0,0,1
6366.85,0,1,1,25,0,0,0,0,0
54262.84,0,0,0,10,0,0,0,0,0
31968.27,20,0,0,29,0,1,0,0,0
67456.98,0,0,1,23,0,0,0,0,1
6202.31,20,0,1,27,0,0,0,0,1
60545.22,0,0,0,14,0,1,0,0,0
11774.7,0,0,0,38,0,0,0,0,0
69146.36,0,0,0,2,0,0,0,0,0
33901.03,0,1,0,40,1,0,1,0,1
30559.08,0,0,0,30,0,0,0,0,0
43622.3,0,0,0,31,0,0,0,0,0
85301.37,0,0,0,0,0,0,0,0,0
4507.96,0,0,0,3,0,0,0,1,0
82896.33,20,0,0,31,0,0,0,0,1
53473.08,0,1,0,12,1,0,0,0,1
76721.31,0,0,1,1,0,0,0,0,0
44106.19,0,1,1,32,0,0,0,0,1
15971.25,0,0,0,21,0,1,0,0,0
94371.03,0,0,0,34,0,0,0,0,0
13705.01,0,0,0,8,0,1,0,0,0
32354.05,40,0,1,32,0,0,0,0,1
50546.38,0,0,0,24,1,0,0,0,1
51443.37,20,0,0,6,0,0,0,1,0
20852.6,0,0,0,21,0,0,0,0,0
12246.61,20,0,0,40,1,0,1,0,1
49693.75,0,0,0,9,0,0,0,1,0
92703.07,20,0,0,28,1,0,0,1,1
15340.13,0,0,1,20,0,0,0,0,1
45940.74,0,0,0,7,0,0,0,0,0
90444.82,20,0,0,16,1,0,0,1,1
11422.59,0,0,0,2,0,0,0,0,0
15862.66,0,0,1,1,0,0,0,0,0
54799.91,20,1,0,27,0,0,0,0,1
67326.09,0,0,0,4,0,0,0,1,0
85647.8,0,0,1,28,0,0,0,0,1
7168.4,20,0,1,8,0,0,0,0,1
20754.15,0,0,0,11,0,0,0,1,0
84861.13,0,0,0,33,0,0,0,0,1
88469.06,20,0,0,33,1,0,0,0,1
62505.07,40,0,0,10,0,0,0,0,1
78383.71,0,0,0,35,0,0,0,0,1
70473.31,0,1,0,8,1,0,0,0,1
75131.36,0,1,0,24,0,0,0,0,1
5836.97,20,0,1,37,0,1,0,0,1
65646.66,0,0,1,9,0,0,0,1,1
98125.98,0,0,0,1,1,0,1,0,1
58154.85,0,0,0,34,1,0,0,0,1
85194.38,0,0,0,23,1,0,0,0,0
54629.78,0,1,0,20,0,1,1,0,1
18382.26,0,0,0,17,0,0,1,0,0
88124.55,0,0,0,38,0,0,1,1,1
74944.1,0,0,0,30,0,0,0,0,0
12540.96,0,0,0,20,0,0,0,0,0
46319.13,0,0,1,11,1,0,0,0,1
43741.31,0,0,0,25,1,1,0,0,0
92650.23,0,0,0,8,0,1,0,0,0
24023.98,0,0,1,3,0,0,0,0,0
51349.56,0,0,1,9,0,0,1,0,1
29267.81,0,0,0,4,0,0,0,0,0
5872.82,0,0,0,35,0,0,0,1,0
1331.12,0,0,1,11,0,0,0,0,0
32568.97,0,0,1,21,0,0,1,1,1
2610.3,0,0,0,3,0,0,1,0,0
54156.55,0,0,0,3,0,0,0,0,0
53575.93,20,1,0,20,1,0,0,0,1
6511.55,0,1,0,37,0,0,0,0,1
74272.38,0,0,0,17,1,0,0,0,0
15860.51,0,0,0,40,0,1,0,0,0
4842.87,0,1,0,17,0,0,0,0,0
75934.57,40,0,0,22,0,0,0,0,1
50789.15,0,0,0,29,0,0,0,1,1
46667.42,0,0,1,5,0,0,0,0,1
78103.62,20,0,1,0,1,0,0,0,1
72290.07,0,0,0,1,1,0,0,0,1
1569.77,0,0,0,33,0,1,0,0,0
70348.86,0,0,0,32,0,0,0,0,1
71376.18,0,0,0,30,0,0,1,0,1
58538.88,20,0,1,3,0,0,0,1,1
31757.99,20,0,0,11,1,0,0,0,0
3694.15,20,1,0,25,0,0,0,1,0
4394.69,0,0,1,28,0,0,0,1,0
53525.02,0,0,0,9,1,0,0,0,0
23041.7,0,0,0,22,0,0,0,0,0
29822.5,0,0,1,10,0,1,0,0,1
68490.16,0,0,1,18,0,0,0,1,1
85768.62,0,1,0,7,0,0,0,0,0
84156.98,0,0,1,9,1,0,0,1,1
95493.86,0,0,0,33,0,0,0,0,1
9605.36,0,0,1,11,0,1,0,0,0
84219.47,0,0,0,20,0,0,1,0,1
51099.46,20,0,0,30,1,1,0,0,1
59820.96,0,0,1,25,0,0,0,0,1
90420.13,20,0,0,35,0,1,0,1,1
15647.98,0,0,1,7,0,0,0,0,0
54148.23,20,0,0,19,0,0,0,0,0
55206.78,0,0,0,33,0,0,0,0,0
75878.91,40,0,0,22,0,0,0,0,1
12310.77,20,1,1,37,0,0,0,0,1
9516.49,0,0,0,21,0,0,0,0,0
21959.6,0,0,0,34,0,0,0,1,0
31600.11,0,0,0,2,0,0,0,0,0
34576.55,0,0,0,13,0,0,0,1,0
73589.23,0,0,1,38,0,0,0,0,1
17634.69,0,1,0,25,0,0,0,0,1
30409.43,0,0,0,3,1,0,0,1,0
9411.97,0,0,0,20,0,0,0,0,0
46689.99,40,0,0,12,0,0,0,0,1
33424.98,0,0,0,25,1,1,0,0,1
24167.52,40,1,0,6,0,0,0,0,1
69302.04,20,0,0,19,0,0,1,0,1
96777.75,0,0,0,29,0,0,0,0,0
90869.38,0,0,0,5,0,0,0,0,0
17705.83,0,0,0,39,0,0,0,0,0
65327.63,0,1,0,40,0,0,0,0,1
57624.34,0,0,0,13,0,0,0,0,0
29170.94,0,0,0,14,0,0,0,0,0
57672.84,20,1,0,40,0,0,0,0,1
50527.86,0,0,0,16,0,0,0,0,0
6877.5,20,0,0,19,0,0,0,0,0
92495.49,0,0,0,2,0,0,0,0,0
77463.11,0,0,0,30,0,0,1,0,1
42861.09,0,0,0,4,0,0,0,0,0
37059.33,0,1,0,31,0,0,1,0,1
48443.87,0,0,0,37,0,0,0,0,1
54038.23,20,0,0,4,0,0,0,1,0
59850.44,0,0,0,11,0,0,0,0,0
72107.57,0,0,1,25,0,0,0,0,1
82474.74,0,0,0,3,0,0,0,0,0
39484.05,20,0,0,7,0,1,0,0,0
84776.06,0,0,1,30,0,0,1,0,1
55770.17,20,0,0,4,0,0,0,0,0
62838.52,20,0,0,29,0,0,0,0,1
9913.67,40,1,0,35,0,0,0,1,1
39951.08,20,0,0,37,1,0,0,0,1
92663.47,0,0,0,1,0,0,0,0,0
69852.93,0,1,0,19,1,0,1,0,1
24903.26,0,0,0,38,0,0,0,0,0
30478.9,0,0,1,6,0,0,0,0,0
18275.8,0,0,0,16,0,0,0,0,0
92287.49,0,1,0,40,0,0,0,0,1
61679.27,20,0,0,26,0,0,0,0,1
23700.19,20,1,1,28,0,0,0,0,1
18669.44,0,0,0,28,0,0,1,0,0
58771.01,40,0,1,10,0,1,0,0,1
66515.34,0,0,1,1,1,0,0,0,0
85803.09,0,0,1,12,0,0,0,0,0
51368.53,0,1,0,19,0,0,0,0,1
73957.33,40,0,0,29,0,0,0,0,1
9886.41,0,0,1,4,0,0,0,0,0
50688.35,0,1,0,0,0,0,0,0,1
63341.84,0,1,0,21,0,1,0,0,1
52656.1,0,0,1,1,0,0,0,0,0
48193.85,0,0,0,15,0,0,0,1,0
44803.96,0,0,0,13,1,0,0,1,0
84269.23,0,1,1,20,0,0,0,0,1
77046.35,40,0,0,11,0,1,1,1,1
52860.47,40,0,0,17,0,0,0,0,1
16848.46,20,0,0,24,0,0,0,0,0
9454.87,0,1,1,14,1,0,0,0,0
32935.51,20,0,0,38,0,0,1,1,1
38496.42,0,0,0,31,1,0,0,0,0
91829.98,40,0,0,13,1,0,0,0,1
52647.25,40,0,0,20,0,1,0,1,1
47867.5,0,1,1,15,0,1,0,0,1
46158.88,0,1,0,0,0,0,0,0,0
57909.66,20,0,0,18,0,0,0,1,1
64762.28,0,1,1,29,0,0,0,0,1
24566.26,0,0,1,25,0,0,0,0,1
24890.98,20,0,0,17,0,0,0,0,0
39361.32,40,0,1,18,0,0,0,0,1
29745.88,0,1,0,3,1,1,0,1,1
89713.59,0,0,0,9,0,0,0,0,0
42008.3,0,0,1,22,0,0,1,0,1
43333.0,20,0,1,5,0,0,0,1,1
98047.71,0,0,0,12,0,0,0,0,0
60690.11,0,0,0,25,0,0,0,0,0
91779.81,0,0,0,7,0,0,0,0,0
7353.03,20,0,1,15,1,0,0,0,1
7546.72,20,1,0,14,1,0,0,0,1
68345.65,40,0,1,22,0,0,0,0,1
11396.91,0,0,0,39,0,1,0,0,1
42759.59,0,0,1,40,0,1,0,1,1
88842.99,0,1,0,13,0,0,0,1,1
52206.51,20,0,1,8,0,0,0,0,1
10402.7,0,0,1,10,0,0,0,0,0
99893.48,0,1,1,4,0,0,0,0,1
91927.84,0,1,0,11,0,0,0,0,1
31670.82,0,0,1,4,0,0,0,1,1
38322.61,0,0,1,3,1,1,0,0,1
60949.41,0,0,0,19,0,0,0,0,0
67489.84,0,0,0,29,0,0,0,0,1
67906.91,20,0,0,11,1,0,0,0,1
25826.9,0,0,1,8,1,0,1,0,1
30537.74,20,0,0,14,1,0,1,0,0
6811.52,0,0,0,32,0,0,0,1,0
89744.69,0,0,0,18,0,0,1,0,0
84973.52,40,0,0,17,1,0,0,0,1
40301.26,20,0,0,38,0,0,0,0,0
56245.83,0,0,0,9,1,0,0,0,0
38609.53,20,0,1,37,0,0,0,0,1
15969.0,0,0,0,10,1,1,1,0,1
79441.39,0,0,0,13,0,0,0,1,0
65914.85,20,0,0,4,0,0,0,1,0
81526.37,40,0,1,6,0,0,0,0,1
18533.14,0,0,0,35,0,0,0,0,0
35360.25,20,1,0,30,0,0,0,0,1
64312.26,0,0,0,25,0,0,1,0,0
48516.3,0,0,0,32,0,0,0,0,0
91364.42,0,0,0,10,0,1,0,0,1
89399.0,0,1,1,40,0,0,0,0,1
75826.53,0,0,0,1,0,0,0,1,0
60301.25,0,0,0,31,0,0,0,0,1
54538.47,20,1,1,1,0,0,0,1,1
27383.85,0,0,0,13,0,0,0,0,0
41002.69,0,0,0,10,1,0,0,0,0
59435.86,0,1,0,33,0,0,0,0,1
71180.36,0,0,0,28,0,0,0,0,1
66381.16,20,0,0,28,0,0,0,0,1
61170.15,0,1,0,26,0,1,0,0,1
59454.47,0,0,0,7,0,0,0,1,0
66054.34,0,0,1,14,0,0,1,0,1
37351.19,0,0,0,27,1,0,0,0,0
51759.66,20,0,0,11,0,1,0,0,1
42651.49,0,0,0,21,0,0,0,0,0
25535.24,20,0,0,8,0,0,1,0,0
87370.87,0,0,0,33,0,0,0,1,1
27308.55,0,0,1,14,0,0,0,1,0
56081.67,0,0,0,16,1,0,0,1,1
12358.53,20,0,0,16,1,0,0,0,0
16397.37,40,0,0,32,0,1,0,1,1
21937.85,20,0,0,6,0,0,0,0,0
94373.04,0,0,1,35,0,1,0,0,1
51192.39,0,0,0,33,0,0,0,0,0
60653.71,0,1,0,17,1,1,0,0,1
39536.48,0,0,0,32,0,0,1,0,1
45034.8,0,0,0,35,0,0,0,0,1
63839.24,0,0,0,31,0,1,0,0,1
89908.6,20,0,0,19,0,0,1,0,1
77598.38,40,1,0,26,1,0,0,0,1
48758.02,0,0,0,40,0,0,0,1,0
90031.86,40,0,0,10,0,0,0,0,1
84132.02,0,0,1,17,0,0,0,1,1
67026.96,0,0,1,31,0,0,0,0,1
27220.94,0,0,0,29,0,0,0,0,0
26693.53,20,0,0,32,1,0,0,0,0
5931.7,0,0,0,1,0,0,0,1,0
54276.87,0,0,1,36,0,0,0,0,1
29579.98,0,1,0,17,0,0,0,1,1
66687.64,0,0,0,40,0,0,0,0,0
98674.29,0,0,0,5,0,1,0,0,1
75706.39,0,0,0,31,0,0,0,0,0
82886.26,40,0,1,2,0,0,0,1,1
74836.07,0,0,0,12,0,0,0,0,0
26191.56,0,0,0,32,0,0,1,0,0
67444.28,0,0,1,37,0,1,0,0,1
99587.29,40,0,0,14,1,0,0,0,1
34115.83,0,0,0,17,1,0,0,0,0
16325.2,40,1,0,5,0,0,0,0,0
97765.01,0,1,0,40,0,0,1,0,1
71016.35,20,0,1,19,0,0,0,0,1
35893.04,0,0,0,32,0,0,0,0,0
13729.02,20,0,0,8,0,0,0,0,0
45354.51,40,0,0,0,0,0,0,0,0
54962.15,40,0,0,20,0,1,0,0,1
48071.44,0,0,0,32,0,0,0,0,0
65230.72,20,0,0,18,0,0,0,1,1
36560.15,0,0,0,31,0,0,0,0,1
32569.7,0,1,0,4,0,0,0,0,0
64573.19,0,0,1,16,0,0,0,1,1
81348.18,0,0,1,7,0,1,0,1,1
58517.23,0,0,0,37,0,0,0,0,0
78644.2,40,0,0,32,0,0,0,0,1
11752.41,0,0,0,39,0,0,1,0,0
85096.54,0,0,0,32,0,0,0,0,0
7650.65,0,0,0,40,1,0,0,0,0
99820.02,0,0,1,21,0,0,0,0,1
70131.45,0,1,0,40,0,0,0,0,1
47347.47,0,0,0,37,1,0,0,0,0
15852.09,0,0,0,6,0,1,0,0,0
83744.57,0,0,0,23,1,0,1,0,1
78355.07,0,0,1,21,0,0,0,0,1
23947.08,20,0,0,38,0,0,0,0,0
49267.09,0,0,0,20,0,1,0,0,1
75950.01,0,0,1,15,1,0,0,0,1
98424.2,0,0,0,13,1,0,0,0,1
72530.48,20,0,0,2,0,0,0,1,0
11001.65,0,0,0,26,0,1,0,0,0
56811.4,20,0,0,34,0,0,0,0,1
49666.19,0,1,0,9,0,0,0,0,0
92669.7,20,0,0,0,0,0,0,0,1
5171.2,0,1,0,6,0,0,0,1,0
24270.16,0,0,0,0,1,0,0,0,0
7803.68,0,0,0,26,0,0,0,0,0
47330.84,0,0,0,19,0,0,0,0,0
74307.57,0,0,0,36,0,0,0,0,0
37868.56,0,0,0,24,0,0,0,0,0
40795.8,40,0,1,35,0,0,0,0,1
61371.09,0,0,0,33,1,0,0,0,1
